Id,downvotes,upvotes
"77344903","0","0"
"57595171","0","0"
"66906450","0","0"
"68381802","0","0"
"74941878","0","0"
"47390126","0","0"
"69949690","0","0"
"53297922","0","0"
"43792887","0","0"
"54609281","0","0"
"65149047","0","0"
"66609242","0","0"
"53341932","0","0"
"53405852","0","0"
"53869553","0","0"
"52711535","0","0"
"62151076","0","0"
"64491983","0","0"
"61277863","0","1"
"44713946","0","0"
"42297710","0","1"
"45210459","0","0"
"45458657","0","0"
"64038528","0","1"
"47144505","0","0"
"47659855","0","1"
"46372115","0","1"
"66014398","0","0"
"48908495","0","1"
"48124916","0","2"
"50806640","0","0"
"60076824","0","1"
"66122666","0","1"
"45811791","0","1"
"70592133","0","1"
"71627846","0","1"
"71774447","0","3"
"54762725","0","1"
"54876281","0","1"
"44047800","0","1"
"55339863","0","1"
"52389948","0","1"
"73098233","0","1"
"56119328","0","1"
"57214111","0","3"
"74483637","0","1"
"76014288","0","1"
"69257583","0","1"
"77013251","0","0"
"77486759","0","1"
"75628544","0","0"
"54977274","0","0"
"63921280","0","0"
"60716011","0","0"
"74990632","0","0"
"73237318","0","0"
"69979853","0","0"
"52200007","0","0"
"77154027","0","0"
"61577296","0","0"
"62349958","0","0"
"61896886","0","0"
"76520663","0","0"
"56959861","0","0"
"42157026","0","0"
"58385076","0","0"
"75143777","0","0"
"75557473","0","0"
"48088447","0","0"
"76017841","0","0"
"68623099","0","0"
"48382379","0","0"
"76363444","0","0"
"59701357","0","0"
"64587416","0","0"
"43273386","0","0"
"67671845","0","0"
"41509618","0","0"
"76990059","0","0"
"63472433","0","0"
"41592539","0","0"
"48787235","0","0"
"72741935","0","0"
"41942570","0","0"
"58692458","0","0"
"68741091","0","0"
"64319336","0","0"
"56735297","0","0"
"65189454","0","0"
"67477935","0","0"
"77423868","0","0"
"72103471","0","0"
"51133225","0","0"
"53049453","0","0"
"57089519","0","0"
"74110471","0","0"
"63622901","0","0"
"56796543","0","1"
"53563712","0","3"
"55151848","0","8"
"62172019","0","1"
"62279914","0","1"
"45017581","0","6"
"45466830","0","4"
"62701373","0","1"
"57912903","0","2"
"62667953","0","6"
"56600637","0","7"
"53767210","0","4"
"52609466","0","7"
"63167800","0","1"
"46925429","0","2"
"63915463","0","18"
"47828258","0","3"
"65390372","2","4"
"42486966","0","1"
"65849600","0","4"
"49072739","0","2"
"66623148","0","1"
"49654025","1","2"
"62178207","0","1"
"42296031","0","3"
"55050685","0","9"
"47841809","0","12"
"51736796","1","0"
"50849251","0","5"
"55087903","0","15"
"68967181","0","4"
"51351283","0","4"
"59214428","0","2"
"66317482","0","10"
"52956865","0","2"
"70345071","3","2"
"43999342","0","2"
"56794597","0","1"
"51294248","0","1"
"53734702","0","1"
"46894398","0","2"
"65887243","0","4"
"71187900","1","0"
"53898611","1","3"
"51886315","0","10"
"72316044","0","6"
"68682160","0","4"
"55531558","0","1"
"41544910","0","1"
"55854063","0","2"
"73319156","0","3"
"56298679","0","1"
"55679325","0","0"
"56766152","1","1"
"56849335","0","4"
"41540779","1","3"
"60879847","0","3"
"46250612","0","2"
"43889481","0","13"
"71819335","0","1"
"67703413","1","3"
"75483578","0","1"
"42211428","0","1"
"52822477","0","4"
"71176985","0","4"
"74853693","0","3"
"49871041","1","4"
"43755802","0","1"
"59964630","0","1"
"76894221","0","0"
"56762623","0","6"
"75592988","0","1"
"41725678","0","3"
"77510352","0","1"
"58507750","0","0"
"70731579","0","0"
"75285513","0","0"
"53860161","0","0"
"65710975","0","0"
"59008957","0","0"
"59930269","0","0"
"49662348","0","0"
"54236375","0","0"
"71560638","0","0"
"76974241","0","0"
"77061871","0","0"
"66909054","0","0"
"54265067","0","0"
"61227482","0","0"
"73958418","0","0"
"77528011","0","0"
"49909703","0","0"
"70160292","0","0"
"58077254","0","0"
"72952094","0","0"
"45981008","0","0"
"51724999","0","0"
"74938286","0","0"
"49078902","0","0"
"62510071","0","0"
"62064124","0","0"
"53453659","0","0"
"41746157","0","0"
"60506522","0","0"
"73752591","0","0"
"42423497","0","0"
"42754231","0","0"
"47179628","0","0"
"60508392","0","0"
"61904107","0","1"
"45022233","0","3"
"46033376","0","1"
"55778949","0","5"
"50887089","0","3"
"46310034","0","8"
"58324942","0","3"
"64458230","0","1"
"47749513","0","2"
"61690329","0","1"
"48632511","0","1"
"65841619","0","2"
"65833847","0","2"
"66763704","0","1"
"49979743","0","4"
"49704412","0","1"
"68143419","0","1"
"51708932","0","1"
"51982623","0","5"
"60359231","0","3"
"43757978","0","4"
"52495561","0","0"
"45476828","0","1"
"54648806","0","6"
"62956821","0","2"
"70729234","0","3"
"53715762","0","1"
"70834317","0","1"
"53657531","0","1"
"49071558","0","2"
"54120081","0","5"
"72599521","0","1"
"54339077","0","3"
"41707741","0","4"
"56425913","0","3"
"73474298","0","2"
"48002785","0","5"
"72697334","0","3"
"42105302","0","3"
"75066312","0","2"
"57904888","0","0"
"53594538","0","1"
"75976710","0","1"
"56818859","0","1"
"59833204","0","5"
"60194788","0","1"
"48998160","0","1"
"61065451","0","2"
"67902798","0","0"
"76869161","0","0"
"54193490","0","0"
"75147796","0","0"
"71850706","0","0"
"55375728","0","0"
"60350280","0","0"
"48831546","0","0"
"66159714","0","0"
"41762397","0","0"
"76913249","0","0"
"58320700","0","0"
"77178745","0","0"
"58023602","0","0"
"77020430","0","0"
"54431088","0","0"
"42418127","0","0"
"76688035","0","0"
"74040455","0","0"
"65989654","0","0"
"75441327","0","0"
"58344876","0","0"
"69031054","0","0"
"74974865","0","0"
"71412692","0","0"
"51693498","0","0"
"76120350","0","0"
"44291733","1","0"
"56723758","0","1"
"62702341","0","1"
"46520371","0","1"
"60175564","0","1"
"47209522","0","1"
"50639472","0","1"
"68257655","0","0"
"69316214","0","1"
"52473664","0","1"
"52635707","1","1"
"53272531","0","0"
"53943465","1","0"
"67600281","0","1"
"54647517","0","1"
"70561360","0","1"
"69573111","0","2"
"73099526","1","0"
"73148353","2","0"
"69554289","0","1"
"41673525","1","1"
"71952437","0","1"
"49741770","0","1"
"76019651","0","2"
"59573420","0","0"
"60738017","0","1"
"65253940","0","0"
"59748374","0","0"
"60489850","0","0"
"58735080","0","0"
"75026536","0","0"
"45196574","0","0"
"75535820","0","0"
"69929231","0","0"
"68601290","0","0"
"67714945","0","0"
"59467732","0","0"
"62864985","0","0"
"66183308","0","0"
"76107228","0","0"
"64383974","0","0"
"54791537","0","0"
"63633142","0","0"
"46918806","0","0"
"57323998","0","0"
"41557851","0","0"
"68150286","0","0"
"76708921","0","0"
"72958511","0","0"
"58368002","0","0"
"77102755","0","0"
"60082915","0","0"
"61625079","0","0"
"74913028","0","0"
"76577082","0","0"
"44742562","0","0"
"50579095","0","0"
"42388341","0","38"
"44980589","2","2"
"45162132","0","1"
"58198896","0","3"
"45617287","0","1"
"60762842","0","1"
"43712606","0","22"
"53603789","0","2"
"65779689","0","1"
"58126000","1","2"
"66391159","0","2"
"50276132","0","6"
"55198845","0","5"
"52170115","0","7"
"67299375","1","1"
"50264991","0","2"
"50737124","0","2"
"50955521","0","2"
"53398204","0","3"
"50777664","0","4"
"67986044","0","4"
"43642863","0","1"
"43600992","0","3"
"51506236","0","3"
"69468134","1","1"
"49973740","1","3"
"41722227","0","1"
"69802828","0","2"
"43555977","0","11"
"67702434","0","1"
"65002616","0","1"
"53430536","0","2"
"63369278","2","0"
"42378787","1","7"
"63323050","0","1"
"53862800","0","2"
"51357691","0","11"
"46078774","0","2"
